600000	29352080397.0	28103763899.0
600004	2069320514.0	2069320514.0
600006	2000000000.0	2000000000.0
600007	1007282534.0	1007282534.0
600008	5685448207.0	5685448207.0
600009	1926958448.0	1093476397.0
600010	45585032648.0	31677211587.0
600011	15698093359.0	10997709919.0
600012	1658610000.0	1165600000.0
600015	15387223983.0	12822686653.0
600016	43782418502.0	35462123213.0
600017	3075653888.0	3075653888.0
600018	23173674650.0	23173674650.0
600019	22274460375.0	22101086925.0
600020	2247371832.0	2247371832.0
600021	2617164197.0	2347246305.0
600023	13600689988.0	13600689988.0
600025	18000000000.0	8928000000.0
600026	4032032861.0000005	2736032861.0000005
600027	9862976653.0	6995743053.0
600028	121071209646.0	95557771046.0
600029	12267172286.0	8111520431.0
600030	12116908400.0	9814661700.0
600031	8422789398.000001	8417656841.0
600033	2744400000.0	2744400000.0
600036	25219845601.0	20628944429.0
600037	1391777884.0	1391777884.0
600038	589476716.0	589476716.0
600039	3610525510.0	3457072824.9999995
600048	11931097452.0	11931097452.0
600050	31033705687.0	21196596395.0
600053	433540800.0	433540800.0
600054	729379440.0	0.0
600056	1068485534.0	1068108198.0
600058	1071910711.0	1071910711.0
600059	808524165.0000001	808524165.0000001
600060	1308481222.0	1308481222.0
600061	4227129727.0	4173831926.0
600062	1043237709.9999999	1043237709.9999999
600063	1925894692.0	1925894692.0
600064	1235956888.0	1235956888.0
600066	2213939223.0	2213939223.0
600067	1492110725.0	1492110725.0
600068	4604777412.0	4604777412.0
600072	736249883.0	736249883.0
600073	937729472.0	937729472.0
600074	2437886049.0	1026053132.0
600075	972522352.0	972522352.0
600077	1340122326.0	1340122326.0
600078	662572861.0	662572861.0
600079	1353704302.0	1286049062.0
600080	373270285.0	305295872.0
600081	313560000.0	313560000.0
600085	1371470262.0	1371470262.0
600086	1350000000.0	1056845016.0
600088	397706400.0	397706400.0
600089	3714312788.9999995	3714312788.9999995
600093	1122447500.0	1122447500.0
600094	2475325057.0	0.0
600096	1427674938.0	1321379138.0
600098	2726196558.0	2726196558.0
600100	2963898951.0	2963898951.0
600101	421432670.0	421432670.0
600104	11683461365.0	11503432856.999998
600105	1245409870.0	1238274820.0
600106	1208204602.0	1208204602.0
600108	1946915121.0	1946915121.0
600109	3024359310.0	3024359310.0
600110	1150312097.0	1150312097.0
600111	3633066000.0	3633066000.0
600112	509204846.00000006	509204846.00000006
600113	411431160.0	411431160.0
600114	616490037.0	610161557.0
600115	16379509203.000002	9808485682.0
600116	993005502.0	993005502.0
600118	1182489135.0	1182489135.0
600119	307400000.0	307400000.0
600120	1591386330.0	1210526446.0
600121	1218412038.0	1218412038.0
600122	1158258350.0	1158258350.0
600123	1142400000.0	1142400000.0
600125	1305521874.0	1305521874.0
600132	483971198.0	483971198.0
600135	498534017.0	372991735.0
600136	487182186.0	486882186.0
600138	723840000.0	723840000.0
600141	1028232663.0	713646992.9999999
600143	2573622343.0	2416837557.0
600150	1378117598.0	1378117598.0
600153	2835200530.0	2835200530.0
600155	1739556648.0	1128242193.0
600157	12425795326.0	12425795326.0
600158	843735373.0	657495392.0
600160	2745166103.0	2745166103.0
600161	1045366807.0	1045366807.0
600162	3395781424.0	2980254559.0
600166	6575192047.0	6575192047.0
600167	2288119475.0	2288119475.0
600168	709569692.0000001	709569692.0000001
600169	2563955000.0	2563955000.0
600170	8904397728.0	8486909929.0
600171	703840714.0	673807773.0
600172	1451409749.0	1188194169.0
600173	701118244.0	699804244.0
600175	3576488773.0	3576488773.0
600176	3502306849.0	3502306849.0
600177	5014026294.0	5014026294.0
600179	1486979915.0	673639431.0
600180	1016477464.0	1016477464.0
600183	2276191340.0	2276191340.0
600185	2060226030.0	2060226030.0
600188	4912016000.0	2959879500.0
600190	2002291500.0	0.0
600195	842408000.0	842408000.0
600196	2562898545.0	2010958045.0
600197	441002309.0	441002309.0
600200	712388832.0	710764866.0
600201	1126240241.0	1126240241.0
600206	846681332.0	838778331.9999999
600208	8599343536.0	8598171921.0
600210	1516736158.0	1516736158.0
600216	965128000.0	965123725.0
600219	11950481520.0	9787339527.0
600221	16806120330.0	0.0
600226	3138640149.0	1992869006.0
600230	411863502.0	411863502.0
600231	2771082743.0	2771082743.0
600233	2842647089.9999995	2835475982.0
600236	7882377802.0	7882377802.0
600238	448200000.0	445001580.00000006
600239	1605686908.9999998	1605686908.9999998
600240	1424253599.9999998	1424253599.9999998
600246	2054009302.0	2054009302.0
600248	917952672.0	656684064.0000001
600251	784842008.0000001	784842008.0000001
600252	3475107147.0	3475107147.0
600255	1769593555.0	1769593555.0
600256	6793974970.0	6737103270.000001
600257	481237188.0	481237188.0
600258	987722962.0	978891302.0
600259	301802291.0	301802291.0
600260	1000715029.0000001	948996983.9999999
600261	1452102930.0	1452102930.0
600266	1880448000.0	1880448000.0
600267	965531842.0	965531842.0
600268	695265184.0	635246434.0
600269	2335407014.0	2335407014.0
600271	1862517511.0	1852797570.9999998
600273	1432730543.0	1413732631.0
600276	4422814197.0	4403915003.0
600277	2738940149.0	2674005085.0
600278	522241739.0	522241739.0
600280	1148334872.0	1148334872.0
600282	4428453457.0	4428453457.0
600284	970256000.0	970256000.0
600285	567808992.0	567808992.0
600289	631052069.0	565922684.0
600290	759903511.0	759903511.0
600291	1093064378.0	1093064378.0
600292	780816890.0	780816890.0
600295	1427947069.0	0.0
600297	8159979350.000001	8110301750.0
600298	824080943.0	824080943.0
600299	2681901273.0	2681901273.0
600300	1672000000.0	1672000000.0
600305	783559400.0	783559400.0
600307	6263357424.0	6263357424.0
600309	3139746626.0	1423756420.0
600310	827775000.0	827775000.0
600312	1356921309.0	1356921309.0
600315	671248461.0	671248461.0
600316	717114512.0	717114512.0
600317	6472983003.0	6472983003.0
600318	513364429.0	484000000.0
600321	1510550000.0	1510550000.0
600323	766264018.0000001	766264018.0000001
600325	2117219616.0	2107614365.9999998
600326	865384510.0	865384510.0
600327	884779518.0	884779518.0
600329	768873076.0	565868076.0
600332	1625790949.0	1405890949.0
600333	609030684.0	529619808.0
600335	1456875351.0	1029736837.0
600337	1770912735.9999998	1728311197.9999998
600338	914210168.0	914210168.0
600340	3013702909.0	2979222909.0
600343	638206348.0	638206348.0
600345	198000000.0	198000000.0
600346	7039099786.0	4631935609.0
600348	2405000000.0	2405000000.0
600350	4811165857.0	4811165857.0
600351	770000022.9999999	770000022.9999999
600352	3253331860.0	3253331860.0
600353	543720000.0	543720000.0
600362	3462729405.0000005	2075247405.0000002
600363	443476750.0	443476750.0
600366	989113720.9999999	989113720.9999999
600369	5645109124.0	5645109124.0
600372	1759521708.0	1759521708.0
600373	1355063719.0	1355063719.0
600375	555740597.0	555740597.0
600376	2579565242.0	2579565242.0
600377	5037747500.0	3799766821.0
600378	896624657.0	202171540.0
600380	1938033338.0	1938033338.0
600381	587060741.0	587060741.0
600382	606872165.0	606872165.0
600383	4514583572.0	4514583572.0
600386	806400000.0	806400000.0
600387	471774464.0	387522000.0
600388	1069050000.0	1069050000.0
600389	297000000.0	297000000.0
600391	330129367.0	330129367.0
600392	1755167067.0	1434272352.0
600393	2536247870.0	988205552.0
600395	1655051861.0	1655051861.0
600396	1472706816.9999998	1472706816.9999998
600397	989959882.0000001	989959882.0000001
600398	4420010735.0	4420010735.0
600399	1972100000.0	1972100000.0
600400	2533256912.0	2533256912.0
600403	2390812402.0	2390812402.0
600405	559942948.0	553275448.0
600406	4622115125.0	2934898891.9999995
600409	2064349448.0	2037322421.0
600410	1098743383.0	1098743383.0
600415	5443214176.0	5443214176.0
600416	945834325.0	945834325.0
600418	1893312117.0000002	1893312117.0000002
600420	1026939260.0000001	575469104.0
600422	760947792.0	758938392.0
600425	1378790086.0	1378790086.0
600426	1626659750.0	1617416865.9999998
600428	2146650771.0	2146650771.0
600433	1271315443.0	1271315443.0
600435	1489320000.0	1489320000.0
600436	603317210.0	603317210.0
600438	3882584914.0	3882584914.0
600439	1131985440.0	1131985440.0
600446	860440484.0	853210484.0
600449	478181042.0	478181042.0
600452	313600000.0	313600000.0
600458	802798152.0	802798152.0
600459	437708010.99999994	437708010.99999994
600460	1312061614.0	1312061614.0
600466	3009868035.0	3009868035.0
600467	1460994304.0000002	1460994304.0000002
600468	1121895038.0	1121895038.0
600469	562413222.0	562413222.0
600470	521600000.0	521600000.0
600477	2154345811.0	2153592409.0
600478	1653281386.0	1469686680.0
600479	418507117.0	418507117.0
600480	548480723.0	545329655.0
600481	1637335808.0	1626615808.0
600482	1694995962.0	869828568.0
600483	1551832157.0	1551832157.0
600485	2923742782.0	1895000042.0
600486	309898907.0	309898907.0
600487	1903691434.0	1860331001.0
600488	1091886680.0	976578766.0
600489	3451137189.0	3451137189.0
600490	2215767079.0	1491369704.0
600491	1529757955.0	1529757955.0
600495	1208190886.0	1208190886.0
600496	1810445200.0	1510445200.0
600497	5091291568.0	4309898186.0
600498	1170984634.0	1106939199.0
600499	1577205701.9999998	1411464322.0
600500	2707916472.0	2707916472.0
600501	421283600.0	421283600.0
600502	1721160272.0	910730022.9999999
600503	1602290000.0	1602290000.0
600507	1447770416.0	1386956166.0
600508	722718000.0	722718000.0
600509	1151415017.0	905696586.0
600510	1047095025.0	1047095025.0
600511	754502997.9999999	277643426.0
600513	288105370.0	285456270.0
600516	2720676493.0	2718550263.0000005
600517	1356167823.0	1356167823.0
600518	4973861675.0	4408786966.0
600519	1256197800.0	1256197800.0
600521	1322370952.0	1250838638.0
600522	3066081054.0	3066081054.0
600523	404311320.0	404044620.0
600525	1305775152.0	1305775152.0
600526	547404672.0	547404672.0
600527	1443134085.0	1203134085.0
600528	2221551588.0	1837748895.0
600531	1090242634.0	1090242634.0
600532	516065720.0	516065720.0
600535	1512666228.9999998	1512666228.9999998
600536	494562782.0	494562782.0
600537	1176359268.0	1176359268.0
600545	1895412995.0	1124327097.0
600546	1982456140.0	1982456140.0
600547	3099611632.0	2196496472.0
600548	2180770326.0	1433270326.0
600549	1406046200.0	1406046200.0
600551	505825296.0	505825296.0
600552	763884002.9999999	763884002.9999999
600557	592881038.0	574963152.0
600559	897287444.0	824688153.0
600561	237064000.0	237064000.0
600562	622350719.0	622350719.0
600563	225000000.0	225000000.0
600565	2435976284.0	2368776284.0
600566	814922124.0	814922124.0
600567	4584719249.0	4584719249.0
600568	1992869681.0	1669067279.0
600570	803146734.0	803146734.0
600571	439679217.99999994	431111108.0
600572	2667320200.0	2660578347.0
600577	1921405191.0	1921405191.0
600578	6746734457.0	5335024303.0
600580	1293159586.0	1290603586.0
600582	4138588891.9999995	4138588891.9999995
600583	4421354800.0	4421354800.0
600584	1602874555.0	1035914811.0
600585	5299302579.0	3999702579.0000005
600586	1428770000.0	1428770000.0
600587	406428091.0	403466668.0
600588	2503497428.0	2492272470.0
